"ncm;nves;nves_nm;pais_origem;fob_kg_minimo_dolar_truncado;fob_kg_maximo_dolar_truncado;fob_kg_media_dolar_truncado;fob_kg_mediana_dolar_truncado;fob_kg_desvio_padrao_dolar_truncado;fob_kg_quartil1_truncado;fob_kg_quartil3_truncado;fob_ume_minimo_dolar_truncado;fob_ume_maximo_dolar_truncado;fob_ume_media_dolar_truncado;fob_ume_mediana_dolar_truncado;fob_ume_desvio_padrao_dolar_truncado;fob_ume_quartil1_truncado;fob_ume_quartil3_truncado;vmle_soma_dolar_truncado;peso_liq_soma_truncado;qtd_ume_soma_truncado;frete_minimo_dolar_truncado;frete_media_dolar_truncado;frete_mediana_dolar_truncado;frete_maximo_dolar_truncado;frete_desvio_padrao_dolar_truncado;seguro_minimo_dolar_truncado;seguro_media_dolar_truncado;seguro_mediana_dolar_truncado;seguro_maximo_dolar_truncado;seguro_desvio_padrao_dolar_truncado;ume"
"73151210;S/NVE;S/NVE;FORMOSA (TAIWAN);2.98;174.0;28.9;16.1;39.7;14.3;26.7;2.98;174.0;28.9;16.1;39.7;14.3;26.7;128000.0;16200.0;16200.0;1.52;315.0;48.0;4300.0;974.0;0.0;19.7;0.14;314.0;72.5;Quilograma"
"73151210;S/NVE;S/NVE;FRANCA;13.5;2050.0;170.0;15.8;449.0;15.7;82.0;13.5;2050.0;170.0;15.8;449.0;15.7;82.0;117000.0;1460.0;1460.0;0.13;81.8;24.7;583.0;162.0;0.0;0.896;0.05;6.13;1.72;Quilograma"
"73151210;S/NVE;S/NVE;INDIA;4.21;29.3;11.6;11.7;6.17;6.39;12.4;4.21;29.3;11.6;11.7;6.17;6.39;12.4;14400.0;1630.0;1630.0;0.11;23.9;3.94;173.0;35.5;0.0;0.234;0.12;2.14;0.357;Quilograma"
"73151210;S/NVE;S/NVE;ITALIA;5.28;551.0;49.4;23.8;84.4;23.0;33.0;5.28;551.0;49.4;23.8;84.4;23.0;33.0;154000.0;5440.0;5440.0;0.15;49.6;4.91;1160.0;171.0;0.0;0.613;0.02;7.0;1.33;Quilograma"
"73151210;S/NVE;S/NVE;JAPAO;6.92;388.0;46.9;33.3;47.2;18.8;50.3;6.92;388.0;46.9;33.3;47.2;18.8;50.3;121000.0;5810.0;5810.0;0.11;50.9;7.4;850.0;127.0;0.0;0.491;0.12;17.1;1.73;Quilograma"
"73151290;S/NVE;S/NVE;ALEMANHA;5.56;2700.0;236.0;31.1;599.0;13.8;81.7;5.56;2700.0;236.0;31.1;599.0;13.8;81.7;95600.0;6150.0;6150.0;0.0;228.0;31.8;2940.0;576.0;0.0;5.47;0.21;115.0;20.8;Quilograma"
"73151290;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.36;69.1;12.4;4.8;17.6;2.51;13.3;1.36;69.1;12.4;4.8;17.6;2.51;13.3;257000.0;65000.0;65000.0;0.1;377.0;50.7;4170.0;969.0;0.0;5.61;0.86;50.0;10.6;Quilograma"
"73151290;S/NVE;S/NVE;DINAMARCA;12.6;597.0;359.0;413.0;265.0;223.0;549.0;12.6;597.0;359.0;413.0;265.0;223.0;549.0;18700.0;925.0;925.0;10.8;711.0;100.0;2630.0;1280.0;0.0;5.68;2.95;16.8;7.62;Quilograma"
"73151290;S/NVE;S/NVE;ESTADOS UNIDOS;7.75;1470.0;167.0;62.6;307.0;21.1;94.3;7.75;1470.0;167.0;62.6;307.0;21.1;94.3;73900.0;3820.0;3820.0;0.05;86.8;5.6;807.0;184.0;0.0;2.08;0.04;35.5;6.46;Quilograma"
"73151290;S/NVE;S/NVE;FRANCA;10.2;349.0;147.0;63.3;148.0;37.0;310.0;10.2;349.0;147.0;63.3;148.0;37.0;310.0;338.0;4.49;4.49;0.0;7.6;1.03;22.1;9.98;0.0;0.00375;0.0;0.02;0.00744;Quilograma"
"73151290;S/NVE;S/NVE;ITALIA;6.05;1000.0;214.0;136.0;255.0;23.1;256.0;6.05;1000.0;214.0;136.0;255.0;23.1;256.0;65500.0;1060.0;1060.0;0.15;223.0;7.08;1520.0;457.0;0.0;7.24;0.005;120.0;28.2;Quilograma"
"73151290;S/NVE;S/NVE;JAPAO;18.8;1400.0;288.0;52.3;541.0;31.9;77.7;18.8;1400.0;288.0;52.3;541.0;31.9;77.7;21400.0;791.0;791.0;1.27;227.0;8.29;1880.0;564.0;0.0;0.701;0.14;6.17;1.82;Quilograma"
"73151900;S/NVE;S/NVE;ALEMANHA;9.86;2230.0;291.0;76.2;564.0;32.5;201.0;9.86;2230.0;291.0;76.2;564.0;32.5;201.0;21900.0;304.0;304.0;0.0;10.9;0.95;152.0;28.0;0.0;0.287;0.01;8.61;1.12;Quilograma"
"73151900;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.0;588.0;56.0;8.79;132.0;4.28;21.1;1.0;588.0;56.0;8.79;132.0;4.28;21.1;116000.0;19800.0;19800.0;0.0;150.0;7.22;5400.0;723.0;0.0;3.95;0.07;82.1;13.2;Quilograma"
"73151900;S/NVE;S/NVE;ESTADOS UNIDOS;10.6;50700.0;1420.0;52.0;7730.0;35.6;126.0;10.6;50700.0;1420.0;52.0;7730.0;35.6;126.0;97400.0;6480.0;6480.0;0.0;125.0;1.33;3320.0;529.0;0.0;1.41;0.09;16.1;3.31;Quilograma"
"73151900;S/NVE;S/NVE;ITALIA;6.82;6090.0;328.0;76.6;974.0;13.7;248.0;6.82;6090.0;328.0;76.6;974.0;13.7;248.0;275000.0;19800.0;19800.0;0.0;107.0;10.2;624.0;163.0;0.0;1.32;0.09;8.28;2.14;Quilograma"
"73151900;S/NVE;S/NVE;JAPAO;4.85;2160.0;193.0;27.1;530.0;26.4;85.5;4.85;2160.0;193.0;27.1;530.0;26.4;85.5;109000.0;9310.0;9310.0;0.2;172.0;1.48;1720.0;438.0;0.0;2.42;0.169;23.2;5.97;Quilograma"
"73158100;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.27;30.8;12.1;13.5;10.4;1.77;17.1;1.27;30.8;12.1;13.5;10.4;1.77;17.1;156000.0;38000.0;38000.0;1.0;1470.0;1640.0;2870.0;1140.0;0.0;11.4;0.275;43.2;16.7;Quilograma"
"73158100;S/NVE;S/NVE;ITALIA;9.3;274.0;70.0;15.6;114.0;9.46;41.2;9.3;274.0;70.0;15.6;114.0;9.46;41.2;682.0;46.9;46.9;0.09;17.9;1.29;83.4;36.6;0.0;0.04;0.02;0.13;0.0524;Quilograma"
"73158200;S/NVE;S/NVE;ALEMANHA;8.41;136.0;42.3;28.3;38.4;16.9;55.6;8.41;136.0;42.3;28.3;38.4;16.9;55.6;26900.0;1030.0;1030.0;0.27;243.0;11.0;1320.0;459.0;0.02;3.26;3.14;7.93;2.87;Quilograma"
"73158200;S/NVE;S/NVE;AUSTRIA;8.32;403.0;82.1;25.6;143.0;11.9;56.5;8.32;403.0;82.1;25.6;143.0;11.9;56.5;40900.0;3820.0;3820.0;6.81;364.0;71.4;1120.0;515.0;0.0;7.85;0.64;48.3;17.9;Quilograma"
"73158200;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.741;82.0;5.3;1.55;12.5;1.02;4.51;0.741;82.0;5.3;1.55;12.5;1.02;4.51;989000.0;753000.0;753000.0;0.29;2180.0;470.0;15600.0;3560.0;0.0;79.5;6.24;1930.0;291.0;Quilograma"
"73158200;S/NVE;S/NVE;ESTADOS UNIDOS;5.91;778.0;108.0;19.0;228.0;14.4;46.7;5.91;778.0;108.0;19.0;228.0;14.4;46.7;28200.0;2870.0;2870.0;0.01;78.5;6.81;1010.0;217.0;0.0;1.61;0.06;37.9;6.79;Quilograma"
"73158200;S/NVE;S/NVE;JAPAO;4.91;343.0;49.5;5.73;118.0;5.05;10.1;4.91;343.0;49.5;5.73;118.0;5.05;10.1;29100.0;3800.0;3800.0;0.03;136.0;29.1;659.0;230.0;0.0;2.73;0.0;14.5;5.38;Quilograma"
"73158900;S/NVE;S/NVE;ALEMANHA;4.85;1250.0;238.0;59.4;432.0;20.6;165.0;4.85;1250.0;238.0;59.4;432.0;20.6;165.0;5750.0;428.0;428.0;0.0;406.0;18.9;1770.0;723.0;0.0;0.0712;0.025;0.4;0.135;Quilograma"
"73158900;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.12;116.0;14.5;4.16;34.0;2.06;6.55;1.12;116.0;14.5;4.16;34.0;2.06;6.55;51400.0;26800.0;26800.0;0.32;426.0;157.0;2170.0;660.0;0.0;5.8;0.19;59.1;17.7;Quilograma"
"73158900;S/NVE;S/NVE;ESTADOS UNIDOS;23.6;370.0;125.0;56.1;141.0;25.9;201.0;23.6;370.0;125.0;56.1;141.0;25.9;201.0;5120.0;111.0;111.0;0.03;109.0;7.04;848.0;263.0;0.0;0.206;0.0;1.23;0.406;Quilograma"
"73158900;S/NVE;S/NVE;ITALIA;5.95;226.0;94.5;49.2;99.4;27.3;174.0;5.95;226.0;94.5;49.2;99.4;27.3;174.0;26700.0;1840.0;1840.0;25.0;375.0;161.0;1300.0;495.0;0.0;1.83;1.56;4.15;2.03;Quilograma"
"73158900;S/NVE;S/NVE;JAPAO;8.0;644.0;80.5;13.0;142.0;9.66;122.0;8.0;644.0;80.5;13.0;142.0;9.66;122.0;33800.0;3480.0;3480.0;0.0;22.2;3.9;94.0;30.6;0.0;0.902;0.015;4.28;1.4;Quilograma"
"73159000;S/NVE;S/NVE;ALEMANHA;4.48;6260.0;564.0;50.2;1600.0;20.1;206.0;4.48;6260.0;564.0;50.2;1600.0;20.1;206.0;177000.0;1480.0;1480.0;0.0;145.0;7.35;1720.0;445.0;0.0;11.3;0.12;167.0;43.2;Quilograma"
"73159000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.06;6340.0;217.0;79.8;936.0;8.74;144.0;1.06;6340.0;217.0;79.8;936.0;8.74;144.0;86100.0;8250.0;8250.0;0.0;51.5;0.19;841.0;147.0;0.0;7.59;0.01;277.0;41.9;Quilograma"
"73159000;S/NVE;S/NVE;ESTADOS UNIDOS;26.1;6190.0;460.0;72.7;1400.0;27.8;147.0;26.1;6190.0;460.0;72.7;1400.0;27.8;147.0;15600.0;74.8;74.8;0.01;28.5;2.55;295.0;72.3;0.0;0.476;0.07;3.89;1.19;Quilograma"
"73159000;S/NVE;S/NVE;PAISES BAIXOS (HOLANDA);11.8;248.0;126.0;61.8;115.0;16.4;246.0;11.8;248.0;126.0;61.8;115.0;16.4;246.0;24600.0;1350.0;1350.0;0.0;76.0;1.22;314.0;124.0;0.0;1.61;0.17;11.7;3.5;Quilograma"
"73160000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.31;15.1;5.3;4.37;3.9;2.71;5.99;1.31;15.1;5.3;4.37;3.9;2.71;5.99;43400.0;22800.0;22800.0;0.11;622.0;23.0;5120.0;1310.0;0.0;1.51;0.29;14.7;3.82;Quilograma"
"73170020;S/NVE;S/NVE;ALEMANHA;10.1;14500.0;1370.0;64.5;3910.0;20.7;153.0;10.1;14500.0;1370.0;64.5;3910.0;20.7;153.0;6140.0;192.0;192.0;0.0;4.57;2.36;21.0;6.14;0.0;0.0455;0.01;0.41;0.0955;Quilograma"
"73170020;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.843;799.0;97.8;3.39;249.0;0.986;25.7;0.843;799.0;97.8;3.39;249.0;0.986;25.7;69000.0;69200.0;69200.0;0.0;799.0;79.9;5400.0;1680.0;0.0;3.47;0.0;31.6;9.94;Quilograma"
"73170090;S/NVE;S/NVE;ALEMANHA;0.376;19600.0;1250.0;125.0;3460.0;18.0;445.0;0.376;19600.0;1250.0;125.0;3460.0;18.0;445.0;46200.0;3260.0;3260.0;0.0;45.0;2.1;874.0;140.0;0.0;0.291;0.03;6.3;0.933;Quilograma"
"73170090;S/NVE;S/NVE;AUSTRIA;3.82;3880.0;585.0;65.8;1240.0;18.0;127.0;3.82;3880.0;585.0;65.8;1240.0;18.0;127.0;526.0;26.0;26.0;0.02;11.0;0.645;98.0;30.6;0.0;0.173;0.0;1.63;0.512;Quilograma"
"73170090;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.0532;3900.0;196.0;13.9;697.0;4.03;31.2;0.0532;3900.0;196.0;13.9;697.0;4.03;31.2;1570000.0;1460000.0;1460000.0;0.0;614.0;2.15;26600.0;2180.0;0.0;4.67;0.0;453.0;33.0;Quilograma"
"73170090;S/NVE;S/NVE;ESTADOS UNIDOS;6.04;215000.0;4640.0;127.0;26300.0;98.8;443.0;6.04;215000.0;4640.0;127.0;26300.0;98.8;443.0;60300.0;729.0;729.0;0.0;29.3;0.24;1020.0;144.0;0.0;1.08;0.0;46.8;5.76;Quilograma"
"73170090;S/NVE;S/NVE;FRANCA;6.5;2460.0;467.0;12.5;896.0;6.67;157.0;6.5;2460.0;467.0;12.5;896.0;6.67;157.0;1420.0;128.0;128.0;0.0;2.0;1.25;8.99;2.79;0.0;0.0544;0.03;0.26;0.083;Quilograma"
"73170090;S/NVE;S/NVE;JAPAO;7.37;1720.0;114.0;35.4;294.0;18.9;50.0;7.37;1720.0;114.0;35.4;294.0;18.9;50.0;4450.0;454.0;454.0;0.04;6.17;0.6;139.0;21.7;0.0;0.0654;0.01;0.74;0.159;Quilograma"
"73170090;S/NVE;S/NVE;REINO UNIDO;4.0;465.0;152.0;135.0;158.0;44.7;187.0;4.0;465.0;152.0;135.0;158.0;44.7;187.0;21400.0;129.0;129.0;0.21;62.6;1.99;420.0;158.0;0.0;0.857;0.03;5.82;2.18;Quilograma"
"73170090;S/NVE;S/NVE;SUICA;42.0;5530.0;1620.0;484.0;2080.0;146.0;1740.0;42.0;5530.0;1620.0;484.0;2080.0;146.0;1740.0;25900.0;429.0;429.0;0.05;31.9;0.47;363.0;100.0;0.0;0.00384;0.0;0.02;0.0065;Quilograma"
"73181200;PO.7318    .AA.0001,PO.7318    .AB.0001,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Sem tratamento, ACABAMENTO SUPERFICIAL: Galvanização;CHINA, REPUBLICA POPULAR;0.772;1.44;1.0;0.955;0.232;0.787;1.14;0.772;1.44;1.0;0.955;0.232;0.787;1.14;240000.0;236000.0;236000.0;84.6;2770.0;2340.0;6200.0;2170.0;0.0;17.1;9.41;92.7;27.5;Quilograma"
"73181200;PO.7318    .AA.0001,PO.7318    .AB.0002,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Cementação, ACABAMENTO SUPERFICIAL: Galvanização;CHINA, REPUBLICA POPULAR;0.845;1.89;1.31;1.3;0.294;1.11;1.47;0.845;1.89;1.31;1.3;0.294;1.11;1.47;221000.0;176000.0;176000.0;259.0;2010.0;1570.0;6080.0;1710.0;0.0;9.02;0.0;34.0;13.7;Quilograma"
"73181200;PO.7318    .AA.0001,PO.7318    .AB.0002,PO.7318    .AC.9999;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Cementação, ACABAMENTO SUPERFICIAL: Outros;CHINA, REPUBLICA POPULAR;0.73;1.58;1.26;1.35;0.286;1.16;1.47;0.73;1.58;1.26;1.35;0.286;1.16;1.47;524000.0;421000.0;421000.0;168.0;2840.0;2350.0;11600.0;2730.0;0.0;35.1;14.9;240.0;60.7;Quilograma"
"73181200;PO.7318    .AA.0001,PO.7318    .AB.9999,PO.7318    .AC.9999;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Outros, ACABAMENTO SUPERFICIAL: Outros;CHINA, REPUBLICA POPULAR;0.819;2.15;1.27;1.22;0.404;1.08;1.3;0.819;2.15;1.27;1.22;0.404;1.08;1.3;207000.0;196000.0;196000.0;51.4;2470.0;1620.0;5820.0;2220.0;0.0;2.05;0.0;17.3;5.76;Quilograma"
"73181300;PO.7318    .AA.9999,PO.7318    .AB.9999,PO.7318    .AC.9999;MATÉRIA PRIMA BASE: Outros, PROCESSO DE FABRICAÇÃO: Outros, ACABAMENTO SUPERFICIAL: Outros;CHINA, REPUBLICA POPULAR;1.38;147.0;52.2;60.1;49.5;3.66;82.0;1.38;147.0;52.2;60.1;49.5;3.66;82.0;5650.0;2090.0;2090.0;0.5;22.9;0.84;102.0;38.4;0.0;0.809;0.01;8.02;2.53;Quilograma"
"73181300;PO.7318    .AA.9999,PO.7318    .AB.9999,PO.7318    .AC.9999;MATÉRIA PRIMA BASE: Outros, PROCESSO DE FABRICAÇÃO: Outros, ACABAMENTO SUPERFICIAL: Outros;ESTADOS UNIDOS;26.3;16300.0;1200.0;278.0;4050.0;59.2;310.0;26.3;16300.0;1200.0;278.0;4050.0;59.2;310.0;9590.0;16.9;16.9;0.0;1.32;0.15;7.23;2.15;0.0;0.368;0.01;4.87;1.2;Quilograma"
"73181400;PO.7318    .AA.0001,PO.7318    .AB.0001,PO.7318    .AC.0001;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Sem tratamento, ACABAMENTO SUPERFICIAL: Sem tratamento;CHINA, REPUBLICA POPULAR;0.112;35.0;3.46;2.59;5.22;2.56;2.6;0.112;35.0;3.46;2.59;5.22;2.56;2.6;13600.0;29400.0;29400.0;0.03;86.1;7.28;3930.0;533.0;0.0;1.29;0.03;66.8;9.08;Quilograma"
"73181400;PO.7318    .AA.0001,PO.7318    .AB.0001,PO.7318    .AC.0001;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Sem tratamento, ACABAMENTO SUPERFICIAL: Sem tratamento;JAPAO;4.49;8.21;6.4;5.57;1.51;5.49;8.04;4.49;8.21;6.4;5.57;1.51;5.49;8.04;8020.0;1080.0;1080.0;0.68;5.98;2.68;21.3;6.82;0.01;0.221;0.0849;0.88;0.292;Quilograma"
"73181400;PO.7318    .AA.0001,PO.7318    .AB.0001,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Sem tratamento, ACABAMENTO SUPERFICIAL: Galvanização;CHINA, REPUBLICA POPULAR;0.105;63.6;7.04;1.81;16.4;0.463;2.22;0.105;63.6;7.04;1.81;16.4;0.463;2.22;108000.0;98200.0;98200.0;0.02;176.0;10.7;2600.0;403.0;0.0;1.29;0.02;36.6;5.83;Quilograma"
"73181400;PO.7318    .AA.0001,PO.7318    .AB.0001,PO.7318    .AC.9999;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Sem tratamento, ACABAMENTO SUPERFICIAL: Outros;CHINA, REPUBLICA POPULAR;0.459;62.3;5.84;2.64;13.4;0.74;3.08;0.459;62.3;5.84;2.64;13.4;0.74;3.08;24200.0;9890.0;9890.0;0.18;102.0;3.77;879.0;171.0;0.0;0.437;0.005;14.3;2.26;Quilograma"
"73181400;PO.7318    .AA.0001,PO.7318    .AB.0002,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Cementação, ACABAMENTO SUPERFICIAL: Galvanização;CHINA, REPUBLICA POPULAR;0.443;34.0;4.66;2.93;5.13;2.81;5.12;0.443;34.0;4.66;2.93;5.13;2.81;5.12;345000.0;326000.0;326000.0;0.01;623.0;113.0;4990.0;1270.0;0.0;0.929;0.05;31.9;4.45;Quilograma"
"73181400;PO.7318    .AA.0001,PO.7318    .AB.0002,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Cementação, ACABAMENTO SUPERFICIAL: Galvanização;FORMOSA (TAIWAN);1.18;2.71;1.55;1.27;0.652;1.23;1.34;1.18;2.71;1.55;1.27;0.652;1.23;1.34;106000.0;81900.0;81900.0;370.0;2650.0;3200.0;3250.0;1270.0;0.0;1.45;0.0;7.25;3.24;Quilograma"
"73181400;PO.7318    .AA.0001,PO.7318    .AB.0002,PO.7318    .AC.9999;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Cementação, ACABAMENTO SUPERFICIAL: Outros;CHINA, REPUBLICA POPULAR;0.756;1.58;1.23;1.26;0.277;1.2;1.41;0.756;1.58;1.23;1.26;0.277;1.2;1.41;408000.0;318000.0;318000.0;28.2;2810.0;2120.0;7330.0;2450.0;0.0;19.0;11.1;82.7;24.1;Quilograma"
"73181400;PO.7318    .AA.0001,PO.7318    .AB.0003,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Têmpera/revenimento, ACABAMENTO SUPERFICIAL: Galvanização;ALEMANHA;7.62;131.0;31.2;17.5;38.3;15.5;31.4;7.62;131.0;31.2;17.5;38.3;15.5;31.4;1070.0;97.1;97.1;0.08;10.8;0.96;75.0;24.3;0.0;0.00333;0.0;0.02;0.00707;Quilograma"
"73181400;PO.7318    .AA.0001,PO.7318    .AB.0003,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Têmpera/revenimento, ACABAMENTO SUPERFICIAL: Galvanização;CHINA, REPUBLICA POPULAR;0.439;450.0;44.2;7.22;93.8;2.23;17.6;0.439;450.0;44.2;7.22;93.8;2.23;17.6;1150000.0;221000.0;221000.0;0.0;398.0;52.2;14800.0;1570.0;0.0;1.87;0.09;34.2;4.98;Quilograma"
"73181400;PO.7318    .AA.0001,PO.7318    .AB.0003,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Têmpera/revenimento, ACABAMENTO SUPERFICIAL: Galvanização;JAPAO;4.98;23.3;9.91;5.79;7.37;5.05;11.1;4.98;23.3;9.91;5.79;7.37;5.05;11.1;2740.0;435.0;435.0;0.01;2.71;1.48;8.51;2.88;0.0;0.08;0.03;0.25;0.0938;Quilograma"
"73181400;PO.7318    .AA.0001,PO.7318    .AB.0003,PO.7318    .AC.9999;MATÉRIA PRIMA BASE: Aço baixo carbono, PROCESSO DE FABRICAÇÃO: Têmpera/revenimento, ACABAMENTO SUPERFICIAL: Outros;CHINA, REPUBLICA POPULAR;0.75;16.0;6.61;1.71;7.1;1.42;15.2;0.75;16.0;6.61;1.71;7.1;1.42;15.2;105000.0;66400.0;66400.0;0.0;650.0;225.0;3710.0;1120.0;0.0;15.0;0.0;109.0;33.0;Quilograma"
"73181400;PO.7318    .AA.0002,PO.7318    .AB.0002,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço médio carbono, PROCESSO DE FABRICAÇÃO: Cementação, ACABAMENTO SUPERFICIAL: Galvanização;CHINA, REPUBLICA POPULAR;1.0;20.2;6.21;1.6;7.41;1.21;10.5;1.0;20.2;6.21;1.6;7.41;1.21;10.5;152000.0;111000.0;111000.0;1.73;1120.0;371.0;5140.0;1680.0;0.0;21.1;2.59;203.0;57.8;Quilograma"
"73181400;PO.7318    .AA.0002,PO.7318    .AB.0003,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço médio carbono, PROCESSO DE FABRICAÇÃO: Têmpera/revenimento, ACABAMENTO SUPERFICIAL: Galvanização;CHINA, REPUBLICA POPULAR;0.57;15.0;2.9;1.09;4.94;0.706;1.85;0.57;15.0;2.9;1.09;4.94;0.706;1.85;113000.0;126000.0;126000.0;0.05;1200.0;1210.0;2130.0;882.0;0.0;19.5;0.0;120.0;42.2;Quilograma"
"73181400;PO.7318    .AA.0002,PO.7318    .AB.0003,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço médio carbono, PROCESSO DE FABRICAÇÃO: Têmpera/revenimento, ACABAMENTO SUPERFICIAL: Galvanização;COREIA (DO SUL), REPUBLICA DA;0.329;66.9;17.8;6.9;20.2;5.17;21.7;0.329;66.9;17.8;6.9;20.2;5.17;21.7;30300.0;2110.0;2110.0;0.05;20.5;5.77;138.0;34.8;0.0;0.233;0.03;1.29;0.406;Quilograma"
"73181400;PO.7318    .AA.0002,PO.7318    .AB.0003,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Aço médio carbono, PROCESSO DE FABRICAÇÃO: Têmpera/revenimento, ACABAMENTO SUPERFICIAL: Galvanização;ESTADOS UNIDOS;0.249;313.0;38.8;18.8;61.1;6.39;36.4;0.249;313.0;38.8;18.8;61.1;6.39;36.4;110000.0;14500.0;14500.0;0.01;79.9;10.0;677.0;156.0;0.0;0.297;0.07;2.27;0.462;Quilograma"
"73181400;PO.7318    .AA.0004,PO.7318    .AB.0001,PO.7318    .AC.0001;MATÉRIA PRIMA BASE: Aço inox, PROCESSO DE FABRICAÇÃO: Sem tratamento, ACABAMENTO SUPERFICIAL: Sem tratamento;CHINA, REPUBLICA POPULAR;2.49;275.0;73.1;4.96;104.0;3.4;162.0;2.49;275.0;73.1;4.96;104.0;3.4;162.0;166000.0;36600.0;36600.0;0.21;122.0;25.1;1180.0;281.0;0.0;11.9;1.38;81.8;20.9;Quilograma"
"73181400;PO.7318    .AA.0004,PO.7318    .AB.9999,PO.7318    .AC.9999;MATÉRIA PRIMA BASE: Aço inox, PROCESSO DE FABRICAÇÃO: Outros, ACABAMENTO SUPERFICIAL: Outros;ALEMANHA;9.56;3110.0;676.0;21.3;1360.0;13.2;227.0;9.56;3110.0;676.0;21.3;1360.0;13.2;227.0;1710.0;94.4;94.4;0.0;1.8;1.92;3.02;1.14;0.0;0.263;0.0;0.94;0.412;Quilograma"
"73181400;PO.7318    .AA.0004,PO.7318    .AB.9999,PO.7318    .AC.9999;MATÉRIA PRIMA BASE: Aço inox, PROCESSO DE FABRICAÇÃO: Outros, ACABAMENTO SUPERFICIAL: Outros;CHINA, REPUBLICA POPULAR;2.68;30.0;11.4;4.85;11.8;3.08;16.4;2.68;30.0;11.4;4.85;11.8;3.08;16.4;12700.0;4350.0;4350.0;1.53;169.0;213.0;358.0;152.0;0.0;2.98;0.0;14.5;6.47;Quilograma"
"73181400;PO.7318    .AA.9999,PO.7318    .AB.9999,PO.7318    .AC.0002;MATÉRIA PRIMA BASE: Outros, PROCESSO DE FABRICAÇÃO: Outros, ACABAMENTO SUPERFICIAL: Galvanização;CHINA, REPUBLICA POPULAR;0.679;6.45;4.38;4.19;1.94;3.8;6.45;0.679;6.45;4.38;4.19;1.94;3.8;6.45;30000.0;29600.0;29600.0;0.72;125.0;2.11;3990.0;693.0;0.0;1.98;0.0;65.5;11.4;Quilograma"
"73181400;PO.7318    .AA.9999,PO.7318    .AB.9999,PO.7318    .AC.9999;MATÉRIA PRIMA BASE: Outros, PROCESSO DE FABRICAÇÃO: Outros, ACABAMENTO SUPERFICIAL: Outros;ALEMANHA;4.98;178.0;35.6;15.8;45.8;7.99;36.7;4.98;178.0;35.6;15.8;45.8;7.99;36.7;47500.0;6790.0;6790.0;0.01;117.0;2.21;1200.0;323.0;0.0;3.04;0.005;35.5;9.57;Quilograma"
"73181400;PO.7318    .AA.9999,PO.7318    .AB.9999,PO.7318    .AC.9999;MATÉRIA PRIMA BASE: Outros, PROCESSO DE FABRICAÇÃO: Outros, ACABAMENTO SUPERFICIAL: Outros;CHINA, REPUBLICA POPULAR;0.949;549.0;17.3;4.34;74.9;3.38;7.31;0.949;549.0;17.3;4.34;74.9;3.38;7.31;280000.0;196000.0;196000.0;0.0;452.0;12.4;13100.0;1900.0;0.0;3.47;0.0;96.2;14.7;Quilograma"
